"STATISTIC Label","Year","Age Group","Sex","Region","UNIT","VALUE"
"Estimated Population (Persons in April)","2011","55 - 59 years","Female","Mid-West","Thousand","13.1"
"Estimated Population (Persons in April)","2011","55 - 59 years","Female","South-East","Thousand","11.1"
"Estimated Population (Persons in April)","2011","55 - 59 years","Female","South-West","Thousand","18.2"
"Estimated Population (Persons in April)","2011","55 - 59 years","Female","Dublin","Thousand","32.5"
"Estimated Population (Persons in April)","2011","55 - 59 years","Female","Mid-East","Thousand","16.4"
"Estimated Population (Persons in April)","2011","55 - 59 years","Female","Midland","Thousand","7.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","State","Thousand","217.1"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","Border","Thousand","20.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","West","Thousand","22.5"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","Mid-West","Thousand","24.4"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","South-East","Thousand","20.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","South-West","Thousand","33"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","Dublin","Thousand","55.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","Mid-East","Thousand","28.7"
"Estimated Population (Persons in April)","2011","60 - 64 years","Both sexes","Midland","Thousand","13"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","State","Thousand","109.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","Border","Thousand","10.4"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","West","Thousand","11.6"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","Mid-West","Thousand","12.3"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","South-East","Thousand","10.3"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","South-West","Thousand","16.8"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","Dublin","Thousand","26.7"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","Mid-East","Thousand","14.5"
"Estimated Population (Persons in April)","2011","60 - 64 years","Male","Midland","Thousand","6.6"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","State","Thousand","107.9"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","Border","Thousand","9.8"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","West","Thousand","10.9"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","Mid-West","Thousand","12"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","South-East","Thousand","9.9"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","South-West","Thousand","16.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","Dublin","Thousand","28.5"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","Mid-East","Thousand","14.2"
"Estimated Population (Persons in April)","2011","60 - 64 years","Female","Midland","Thousand","6.4"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","State","Thousand","172.1"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","Border","Thousand","16.1"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","West","Thousand","17.9"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","Mid-West","Thousand","19.2"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","South-East","Thousand","16.7"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","South-West","Thousand","26.4"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","Dublin","Thousand","43.3"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","Mid-East","Thousand","22.2"
"Estimated Population (Persons in April)","2011","65 - 69 years","Both sexes","Midland","Thousand","10.3"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","State","Thousand","85.6"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","Border","Thousand","8.4"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","West","Thousand","9.2"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","Mid-West","Thousand","9.6"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","South-East","Thousand","8.3"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","South-West","Thousand","13.2"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","Dublin","Thousand","20.5"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","Mid-East","Thousand","11.2"
"Estimated Population (Persons in April)","2011","65 - 69 years","Male","Midland","Thousand","5.2"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","State","Thousand","86.5"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","Border","Thousand","7.7"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","West","Thousand","8.7"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","Mid-West","Thousand","9.6"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","South-East","Thousand","8.3"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","South-West","Thousand","13.3"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","Dublin","Thousand","22.8"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","Mid-East","Thousand","11"
"Estimated Population (Persons in April)","2011","65 - 69 years","Female","Midland","Thousand","5.1"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","State","Thousand","130.1"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","Border","Thousand","12.1"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","West","Thousand","13.4"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","Mid-West","Thousand","14.4"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","South-East","Thousand","12.6"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","South-West","Thousand","20.1"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","Dublin","Thousand","34.8"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","Mid-East","Thousand","15"
"Estimated Population (Persons in April)","2011","70 - 74 years","Both sexes","Midland","Thousand","7.6"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","State","Thousand","62.9"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","Border","Thousand","6"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","West","Thousand","6.8"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","Mid-West","Thousand","7.1"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","South-East","Thousand","6.3"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","South-West","Thousand","9.7"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","Dublin","Thousand","15.9"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","Mid-East","Thousand","7.4"
"Estimated Population (Persons in April)","2011","70 - 74 years","Male","Midland","Thousand","3.8"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","State","Thousand","67.2"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","Border","Thousand","6.1"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","West","Thousand","6.6"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","Mid-West","Thousand","7.3"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","South-East","Thousand","6.3"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","South-West","Thousand","10.4"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","Dublin","Thousand","18.9"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","Mid-East","Thousand","7.7"
"Estimated Population (Persons in April)","2011","70 - 74 years","Female","Midland","Thousand","3.9"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","State","Thousand","101.4"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","Border","Thousand","9.7"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","West","Thousand","10.8"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","Mid-West","Thousand","11.2"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","South-East","Thousand","9.7"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","South-West","Thousand","15.8"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","Dublin","Thousand","27.2"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","Mid-East","Thousand","10.8"
"Estimated Population (Persons in April)","2011","75 - 79 years","Both sexes","Midland","Thousand","6.1"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","State","Thousand","46.3"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","Border","Thousand","4.7"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","West","Thousand","5.2"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","Mid-West","Thousand","5.2"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","South-East","Thousand","4.5"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","South-West","Thousand","7.2"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","Dublin","Thousand","11.7"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","Mid-East","Thousand","5"
"Estimated Population (Persons in April)","2011","75 - 79 years","Male","Midland","Thousand","2.9"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","State","Thousand","55"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","Border","Thousand","5.1"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","West","Thousand","5.6"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","Mid-West","Thousand","5.9"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","South-East","Thousand","5.1"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","South-West","Thousand","8.6"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","Dublin","Thousand","15.6"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","Mid-East","Thousand","5.8"
"Estimated Population (Persons in April)","2011","75 - 79 years","Female","Midland","Thousand","3.2"
"Estimated Population (Persons in April)","2011","80 - 84 years","Both sexes","State","Thousand","69.8"
"Estimated Population (Persons in April)","2011","80 - 84 years","Both sexes","Border","Thousand","6.9"
"Estimated Population (Persons in April)","2011","80 - 84 years","Both sexes","West","Thousand","7.8"
